,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
2734,manhwa,My Suha,116,Finished,"Love,Erotica",7,#12812,,6.49,"1,110","A skillful secretary by day and choosy cruiser by night, Suha is a young professional who's in search of some no-strings-attached action. He hasn't had much luck lately, though, since a handsome face doesn't always match what's in a guy's pants. This might be why he finds himself wondering about his dreamboat boss, Director Park Jiwoon. But there's no way he can mix business with pleasure... That is, until Jiwoon and Suha run into each other in the gay bar bathroom.

(Source: Lezhin Comics)",Unknown,Chahyun (Story & Art),"Jun  24, 2019 to Mar  22, 2022"
2735,manhwa,Even If You Don't Love Me,Unknown,Publishing,"Love,Drama,Erotica",6,#18871,,6.46,598,"Min Ji Wook, a student trapped in poverty, manages to get accepted into Daehan High School which is the premier high school for children from rich and affluent families. His main goal? Escape poverty by graduating high school with the best rank and entering a top university. To achieve this, he decides to focus on his studies but it's not an easy path when he meets Joo Seung Eon, youngest son of Korea's largest conglomerate JS Group, who wounds Ji Wook's pride at any given chance. And Kwon Hyung Seo, eldest son of Ilkang Group, who treats Ji Wook with a kind facade but occasionally shows a vague mysteriousness. Ji Wook, who's thrown into chaos by when both show their interest in him... will he be able to live the life he wants?

(Source: RIDI Corp., translated)",Unknown,Pando (Story & Art),"Sep  13, 2020 to ?"
2736,manhwa,Dark Fall,Unknown,Publishing,"Love,Fantasy,Erotica",9,#13065,,6.42,"1,079","The mighty Leon has long ruled over Dark Fall. But when he mysteriously loses his powers, his obedient followers turn into dangerous enemies. And it isn't simple revenge that they're after. Instead, they want him to bear a new king of Dark Fall in his womb, while becoming their plaything in the process. Soon, Leon's budding libido is stimulated for this very purpose, and Dark Fall's once-great ruler is brought to his knees.

(Source: Lezhin Entertainment)",Unknown,Darurung (Story & Art),"Dec  30, 2021 to ?"
2737,manhwa,Elixir,55,Finished,"Love,Supernatural,Erotica",0,#25730,,6.41,324,"Eunha is heartbroken when she finds out her high school sweetheart, Siyeon, used an elixir to make her fall in love. When the two reunite 10 years later at a business meeting, Siyeon asks for a second chance. But before they can talk things out and rebuild their trust, greater magical forces interfere.

(Source: Lezhin Comics)",Unknown,"P.P (Story), Sungwon (Art)","Apr  1, 2017 to Aug  11, 2018"
2738,manhwa,Rental Girls,58,On Hiatus,Erotica,4,#23646,,6.38,389,"Welcome to Daughters Adult Video Rental Store! We have just the kink you're looking for. Like it in a public place? What about on a bus? Maybe with a stranger? Or a student with his teacher? Nothing is too crazy for this place. My sisters and I are in charge of this shop. And we're always willing to give you the perfect recommendation that suits your taste. So, what do you like? We know the best video to make you come again and again!

(Source: Lezhin Comics)",Unknown,Studio Wannabe (Story & Art),"Mar  2, 2018 to Oct  4, 2019"
2739,manhwa,The Pain in My Neck,4,Finished,"Love,Supernatural,Erotica",0,#25789,,6.36,322,"Recently something's really been doing a number on Sumin. No medical test can seem to tell what it is, though. After several unsuccessful checkups, Sumin walks home to find... his next-door neighbor drinking the blood of a random stranger! Sumin's thoroughly creeped out, but he soon becomes interested when the vampire claims that he can suck all of Sumin's pain away. What could possibly go wrong? It'll be worth it if a small pain in his neck will rid him of this mysterious ailment, right? Right?

(Source: Lezhin Comics)",Unknown,"Park, Minam (Story & Art)","Aug  3, 2021"
2740,manhwa,No Holes Barred,91,Finished,Erotica,1,#24560,,6.35,358,"Hyesol, a dom, is looking for a new ""friend"" for her sub partner. At a party, she spots Sunhwee, who's recently returned to college after taking a 3-year break. While Sunhwee is eager to get with Hyesol, he is alarmed at how quickly things escalate to the next level. Hyesol makes it her project to break him in and promises to show him pleasure beyond his imagination. All Sunhwee has to do is...go far beyond his comfort zone.

(Source: Lezhin Comics)",Unknown,"Kim, Jong Geon (Story & Art)","May  13, 2019 to Mar  20, 2021"
2741,manhwa,Lilith,24,Finished,"Love,Erotica",6,#16212,,6.35,773,"As far as anyone can tell, Jaehee is a shy, hard-working high school teacher. Once she's behind closed doors and drawn curtains, Jaehee enjoys spending her time kneeling at the end of a whip. And no one enjoys holding the handle more than her childhood friend, Huilin. But, when Sulhwa starts her position as a student-teacher at the school, secrets and feelings long buried start to surface. Now, Jaehee's about to learn just how much pleasure she can pull from pain.

(Source: Lezhin Comics)",Unknown,"Sirius (Story), Cheshire (Art)","Jan  5, 2018 to Jun  15, 2018"
2742,manhwa,Private Lessons,57,Finished,"Love,Erotica",2,#23469,,6.35,395,"Hajoon has been crushing on Eun-woo ever since they started college together, but he hasn't had any opportunities to get close with him. At least they have a class together this semester: a lecture taught by the popular Professor Seo Joohyuk. Hours after the first class, Hajoon remembers he left his assignments in the classroom. Upon reaching the lecture hall, he becomes witness and accomplice to a series of private lessons Joo-hyuk is giving Eun-woo—lessons that unleash his own deepest, riskiest desires.

(Source: Lezhin Comics)",Unknown,"Anco (Story), Mongya (Art)","Oct  22, 2019 to Nov  12, 2020"
2743,manhwa,Unfather,39,Finished,"Love,Erotica",1,#23823,,6.33,382,"Kyunghee's strapped for cash and with classes about to start soon, he's running out of options. He was fine last year, Sihyun paid him well for his ""company."" But that ended not long after it started. The old man was clingy and the last thing Kyunghee wanted was a relationship. Things make a turn for the worse when Kyunghee meets his mother's new boyfriend, a vindictive Sihyun.

(Source: Lezhin Comics)",Unknown,Nellikang (Story & Art),"May  7, 2017 to Apr  15, 2018"
2744,manhwa,Your Wish Is My Command!,Unknown,Publishing,"Love,Comedy,Supernatural,Erotica",2,#16759,,6.33,730,"What do you when you have a burning crush, but can't work up the nerve to tell him? Buy a nice dildo and dream about making sweet, sweet love, of course. However, Chiwoo's plan takes a turn when he finds his toy comes with a special offer: fight monsters with the magic dildo to make your wish come true! Chiwoo will do anything to get closer to his crush, but the monsters he must battle are quite...nasty. Can Chiwoo protect his crush from danger, and save his first time for the one he wants?!

(Source: Lezhin Comics)",Unknown,Sageum (Story & Art),"Mar  20, 2020 to ?"
2745,manhwa,Household Affairs,85,Finished,"Action,Erotica",24,#19588,,6.3,556,"Neglected wife commits adultery with the delivery boy, but unbeknownst to her, her husband is an assassin.

(Source: MU)",Unknown,ButcherBoy (Story & Art),"Jul  17, 2015 to Oct  27, 2018"
2746,manhwa,Hari's Sexy Star,38,On Hiatus,Erotica,2,#23296,,6.29,400,"Dongsoo's a loser, no doubt about it. He's unreliable, unemployed, and unlikely to get laid any time soon. At least, until he runs into Geumsil on a train to Seoul. Short skirt and and boob window aside, she's way out of Dongsoo's league. But, that all changes when an accident on the train imbues Dongsoo and some other passengers on the train with a thousand years worth of sexual spiritual energy. The thing is, there's only one way to release the energy. Time to hang out with your yang out.

(Source: Lezhin Comics)",Unknown,"Gaehoju (Story), Mx2J (Art)","Feb  15, 2018 to Dec  6, 2018"
2747,manhwa,Stand Up!,154,Finished,Erotica,5,#16801,,6.27,727,"Jaejin has lived his short but dreadful life as an impotent (a.k.a. GOJA in Korean). His life takes an unexpected turn when Jaejin regains his once absent manhood. But now, he faces another challenge; unerecting his constantly erecting buddy. What is he supposed to do?

(Source: Lezhin Comics)",Unknown,Warren (Story & Art),"Nov  17, 2015 to Apr  4, 2019"
2748,manhwa,Wonna Do It?!,4,Finished,"Love,Erotica",3,#24094,,6.24,373,"Following an uncomfortable run-in at a bar, Won wakes up at a hotel to find a strange man with crazy eyes fondling him under the sheets. Despite his initial disgust, Won is too easily provoked by the wacko's onslaught of snarky comments, and is soon forced back into bed for a chance to prove himself...!

(Source: Lezhin Comics)",Unknown,"Cho, Sangduck (Story & Art)","Aug  10, 2021"
2749,manhwa,Sadistic Beauty,117,Finished,Erotica,20,#13180,,6.23,"1,065","The lives of two men are thrown into chaos when the sexy Chun Duna returns to town. On one end is student Woo Haesol whose timid nature reveals a man just begging to be dominated. On the other is Professor Byun Minho, a male chauvinist who bitterly views Duna as his mortal enemy. Tempers flare as pain turns into pleasure under the watchful eye of a sadistic beauty.

(Source: Tappytoon)",Unknown,"Woo, Yeonhui (Story), Lee, Geumsan (Art)","Mar  30, 2016 to Dec  31, 2020"
2750,manhwa,Love Is an Illusion! The Queen,31,Finished,Erotica,4,#16529,,6.22,747,"It takes quite the stoic to resist the ambrosial pheromones of an Alpha. Do-gyeom's used to getting sex partners within seconds, but finding a suitable marriage candidate seems to be more time-consuming. However, Do-gyeom isn't worried. She has her secretary, Seung-ah, to rely on. Stone-faced and level-headed, he's one of the only people who knows her inside and out. If anyone can help Do-gyeom put her days of debauchery behind her, it's Seung-ah. But as it turns out, things aren't always that straightforward...

(Source: Lezhin Comics)",Unknown,Fargo (Story & Art),"Feb  12, 2022 to Dec  2, 2022"
2751,manhwa,A Physical Education,53,Finished,"Love,Erotica",0,#28124,,6.19,263,"Jaehyun Cha's had it easy for the past few years. His job as a PE teacher is a no-brainer, plus, he's enjoying the more illicit perks that come with the job. However, his comfy lifestyle is brought into peril with the appearance of the deceptively soft-spoken school inspector, Sunjin Lee. Sunjin catches onto Jaehyun's secret and uses it to get what he wants, which is...to do whatever he desires to Jaehyun's body. Initially, Jaehyun only feels humiliation, but humiliation quickly turns into something different. It's a physical education like no other, one where excruciating pain turns into inexorable pleasure.

(Source: Lezhin Comics)",Unknown,Pangin (Story & Art),"Nov  22, 2020 to Mar  5, 2022"
2752,manhwa,The Abyss,4,Finished,"Love,Erotica",0,#20218,,6.16,526,"Several days of torture is not enough to make the Captain disclose the location of his team's safe house. Seeing that their tricks are working in vain, his captors call in the Colonel to get the vital information out of him. This cold-blooded Colonel will readily kill anyone within a heartbeat to get the information he needs. However, the Captain just so happens to have a pretty face...and the Colonel knows just what he wants to do to it.

(Source: Lezhin Comics)",Unknown,"Kim, Eunji (Story & Art)","Jul  20, 2021"
2753,manhwa,Hit Me!,7,Finished,"Love,Erotica",0,#22423,,6.08,430,"For as long as I can remember, I've been fascinated by violence. But the fixation turned out to be a disguised longing for pain, and in turn, my deepest, darkest secret. I can't let anyone find out, but I also can't help but wonder—will I ever find someone to quench my desires? Or will my fantasy remain unfulfilled... forever? What lies in the end of a pain-fueled revenge?!

(Source: Lezhin Comics)",Unknown,Wook (Story & Art),"Jul  28, 2021"
